Date,SPY,QQQ,TLT,GLD,USO
10/16/2019,298.4,193.04,139.92,140.41,89.12
10/15/2019,298.88,193.52,139.75,139.61,88.48
10/14/2019,295.95,191.09,141.46,140.59,89.44
10/11/2019,296.28,191.11,140.44,140.03,91.36
10/10/2019,293.24,188.68,142.2,140.81,89.52
10/9/2019,291.27,187.23,144.35,142.05,87.92
10/8/2019,288.53,185.42,145.17,141.92,87.12
10/7/2019,293.08,188.24,144.78,140.69,88.32
10/4/2019,294.35,188.81,145.99,141.9,88.32
10/3/2019,290.42,186.07,144.92,141.9,87.44
10/2/2019,288.06,184.05,143.61,141.26,87.84
10/1/2019,293.24,187.27,143.26,139.63,89.52
9/30/2019,296.77,188.81,143.08,138.87,90.72
9/27/2019,295.4,187.03,142.73,141.06,93.28
9/26/2019,297,189.38,142.38,141.79,94.4
9/25/2019,297.62,190.08,141.47,141.83,94.4
9/24/2019,295.87,187.97,143.57,144.51,95.2
9/23/2019,298.21,190.5,141.86,143.75,97.68
9/20/2019,298.28,190.8,141.89,142.95,97.6
9/19/2019,301.08,192.84,140.04,141.28,97.52
9/18/2019,301.1,192.52,139.62,140.71,96.8
9/17/2019,300.92,192.6,139.03,141.6,98.32
9/16/2019,300.16,191.68,138.28,141.32,102.64
9/13/2019,301.09,192.54,136.54,140.15,91.52
9/12/2019,301.29,193.23,139.52,141.32,91.76
9/11/2019,300.25,192.43,140.44,141.03,93.44
9/10/2019,298.13,190.64,140.69,140.18,95.84
9/9/2019,298.2,191.19,143.2,141.39,96.64
9/6/2019,298.05,191.59,145.79,141.92,94.16
9/5/2019,297.82,191.78,144.76,143.14,93.6
9/4/2019,294.04,188.33,147.43,146.66,93.68
9/3/2019,290.74,185.65,147.21,145.75,89.76
8/30/2019,292.45,187.47,147.28,143.75,91.68
8/29/2019,292.58,187.92,147.24,144.12,94.24
8/28/2019,288.89,185.09,147.8,145.16,93.12
8/27/2019,286.87,184.43,147.61,145.57,91.36
8/26/2019,288,184.82,145.37,144.19,89.44
8/23/2019,284.85,182.07,145.96,144.17,89.52
8/22/2019,292.36,188.02,143.6,141.4,92.24
8/21/2019,292.45,188.63,144.56,141.76,92.88
8/20/2019,290.09,186.97,145.53,142.21,93.04
8/19/2019,292.33,188.43,144.04,141.11,93.28
8/16/2019,288.85,185.48,146.13,142.78,91.2
8/15/2019,284.65,182.55,147.31,143.7,90.8
8/14/2019,283.9,182.76,145.69,142.75,91.52
8/13/2019,292.55,188.39,142.48,141.78,94.96
8/12/2019,288.07,184.35,142.97,142.63,90.88
8/9/2019,291.62,186.49,140.05,141.26,90.24
8/8/2019,293.62,188.26,140.33,141.73,87.68
8/7/2019,287.97,184.25,140.03,141.02,86.72
8/6/2019,287.8,183.26,139.98,138.91,89.12
8/5/2019,283.82,180.73,138.87,137.79,90.96
8/2/2019,292.62,187.35,136.51,135.89,91.84
8/1/2019,294.84,190.15,135.26,136.41,90.48
7/31/2019,297.43,191.1,132.89,133.21,96.32
7/30/2019,300.72,193.78,131.83,134.98,96.64
7/29/2019,301.46,194.62,131.51,134.53,94.56
7/26/2019,302.01,195.29,131.47,133.64,93.2
7/25/2019,300,193.3,131.16,133.42,92.8
7/24/2019,301.44,195.15,131.79,134.37,92.72
7/23/2019,300.03,193.79,131.22,133.69,94.48
7/22/2019,297.9,192.53,131.94,134.45,93.44
7/19/2019,297.17,191.01,131.69,134.47,93.36
7/18/2019,298.83,192.42,132,136.48,92.48
7/17/2019,297.74,192.2,131.99,134.58,94
7/16/2019,299.71,193.15,130.58,132.4,96.56
7/15/2019,300.75,194.15,130.97,133.53,98.4
7/12/2019,300.65,193.53,130.22,133.53,100.16
7/11/2019,299.31,192.42,130.07,132.7,100.4
7/10/2019,298.61,192.56,131.83,133.83,100.24
7/9/2019,297.19,190.66,132.56,131.75,96.32
7/8/2019,296.82,189.71,132.61,131.29,95.44
7/5/2019,298.46,191.05,132.43,132.14,95.6
7/3/2019,298.8,191.44,134.21,133.63,94.16
7/2/2019,296.43,190.01,133.26,133.41,93.6
7/1/2019,295.66,189.26,132.24,130.62,98.24
6/28/2019,293,186.74,132.81,133.2,96.32
6/27/2019,291.5,186.5,132.9,132.84,98.32
6/26/2019,290.47,185.79,131.97,132.97,98.32
6/25/2019,290.76,184.93,132.82,134.2,96
6/24/2019,293.64,188.16,132.41,133.94,96.08
6/21/2019,294,188.57,131.43,131.98,95.76
6/20/2019,295.86,188.85,132.89,131.11,94.8
6/19/2019,293.06,187.11,132.54,127.89,90.64
6/18/2019,292.4,186.41,132.35,127.12,90
6/17/2019,289.37,183.74,131.69,126.48,86.48
6/14/2019,289.26,182.64,131.46,126.56,87.52
6/13/2019,289.58,183.42,131.13,126.6,87.04
6/12/2019,288.39,182.34,130.68,125.83,85.12
6/11/2019,288.9,183.4,130.58,125.18,88.88
6/10/2019,288.97,183.15,130.5,125.33,88.88
6/7/2019,287.65,181.04,131.74,126.59,89.84
6/6/2019,284.8,177.61,130.61,125.88,88.48
6/5/2019,282.96,176.21,130.19,125.47,86.16
6/4/2019,280.53,174.91,130.93,125.15,89.28
6/3/2019,274.57,170.12,132.44,125.11,87.92
5/31/2019,275.27,173.95,131.83,123.33,88.8
5/30/2019,279.03,176.77,130.2,121.69,94.08
5/29/2019,278.27,176.03,129.09,120.87,97.92
5/28/2019,280.15,177.49,128.79,120.83,97.84
5/24/2019,282.78,178.16,127.78,121.3,97.84
5/23/2019,282.14,178.25,127.67,121.17,96.72
5/22/2019,285.63,181.02,126.25,120.24,101.92
5/21/2019,286.51,181.83,125.53,120.36,105.04
5/20/2019,283.95,179.95,125.73,120.64,105.2
5/17/2019,285.84,183.04,125.99,120.65,104.64
5/16/2019,287.7,184.93,125.71,121.51,105.12
5/15/2019,285.06,183.09,126.13,122.39,103.76
5/14/2019,283.4,180.54,125.36,122.46,102.96
5/13/2019,280.86,178.58,125.73,122.67,101.44
5/10/2019,288.1,185,124.75,121.43,102.72
5/9/2019,286.66,184.77,124.92,121.2,102.48
5/8/2019,287.53,185.77,124.41,120.91,103.12
5/7/2019,287.93,186.24,124.95,121.21,101.84
5/6/2019,292.82,189.94,124,120.81,104.56
5/3/2019,294.03,191.11,123.66,120.65,102.96
5/2/2019,291.18,188.11,123.31,119.94,102.56
5/1/2019,291.81,188.93,123.9,120.4,105.76
4/30/2019,294.02,189.54,123.65,121.2,106.32
4/29/2019,293.87,191.02,123.02,120.83,105.84
4/26/2019,293.41,190.65,123.81,121.37,104.72
4/25/2019,292.05,190.48,123.39,120.57,108.24
4/24/2019,292.23,189.71,123.57,120.47,109.44
4/23/2019,292.88,190.31,122.57,120.12,110.32
4/22/2019,290.27,187.92,122.31,120.37,109.36
4/18/2019,290.02,187.39,122.9,120.37,106.56
4/17/2019,289.45,187.15,122.26,120.28,106.24
4/16/2019,290.16,186.5,122.21,120.51,106.96
4/15/2019,289.97,185.86,122.98,121.6,105.92
4/12/2019,290.16,185.83,122.67,121.83,106.4
4/11/2019,288.21,185.03,123.55,121.95,106.16
4/10/2019,288.29,185.47,124.28,123.53,107.28
4/9/2019,287.31,184.48,123.98,123.15,106.64
4/8/2019,288.79,185.13,123.59,122.51,107.2
4/5/2019,288.57,184.66,124.03,121.98,105.2
4/4/2019,287.18,183.71,123.87,122.11,103.36
4/3/2019,286.42,183.78,123.52,121.8,103.92
4/2/2019,285.97,182.73,124.6,121.98,104.08
4/1/2019,285.83,182.04,124.37,121.53,102.56
3/29/2019,282.48,179.66,126.44,122.01,100
3/28/2019,280.71,178.31,126.56,121.9,98.8
3/27/2019,279.65,177.9,126.12,123.65,98.72
3/26/2019,281.12,179.05,124.97,124.3,99.76
3/25/2019,279.04,178.22,125.06,124.92,98
3/22/2019,279.25,178.56,124.86,123.97,97.84
3/21/2019,284.73,182.57,122.95,123.68,99.52
3/20/2019,281.55,179.76,122.68,124.18,100
3/19/2019,282.4,179.05,121.41,123.38,98.24
3/18/2019,282.33,178.45,121.68,123.04,98.48
3/15/2019,281.31,178.35,121.75,122.97,97.6
3/14/2019,281.16,176.71,120.95,122.41,97.76
3/13/2019,281.34,177.01,121.83,123.84,97.52
3/12/2019,279.49,175.69,122.06,122.98,95.12
3/11/2019,278.44,174.73,121.21,122.24,94.88
3/8/2019,274.46,171.17,121.57,122.84,93.84
3/7/2019,275.01,171.43,121.06,121.51,94.48
3/6/2019,277.33,173.56,120.28,121.61,94
3/5/2019,279.02,174.55,119.84,121.72,94.56
3/4/2019,279.4,174.42,119.59,121.56,94.4
3/1/2019,280.42,174.39,118.66,121.88,93.28
2/28/2019,278.68,173.19,120.02,123.99,95.6
2/27/2019,279.2,173.59,120.43,124.69,95.12
2/26/2019,279.32,173.7,121.81,125.58,93.04
2/25/2019,279.52,173.52,121.21,125.37,92.56
2/22/2019,279.14,172.89,121.57,125.5,95.6
2/21/2019,277.42,171.62,120.85,125.05,95.04
2/20/2019,278.41,172.25,121.94,126.48,95.44
2/19/2019,277.85,172.28,122.29,126.7,94.24
2/15/2019,277.37,171.94,121.98,124.8,93.68
2/14/2019,274.38,171.22,121.79,124.06,91.84
2/13/2019,274.99,171.01,121.1,123.37,90.72
2/12/2019,274.1,170.89,121.555,123.86,89.28
2/11/2019,270.62,168.4,121.87,123.6,88.08
2/8/2019,270.47,168.56,122.35,124.21,88.64
2/7/2019,270.14,168.23,121.83,123.74,88.56
2/6/2019,272.74,170.52,121.03,123.44,90.56
2/5/2019,273.1,171.03,120.97,124.28,90.32
2/4/2019,271.96,169.53,120.42,123.96,92
2/1/2019,270.06,167.45,120.96,124.5,93.04
1/31/2019,269.93,168.16,121.97,124.75,90.8
1/30/2019,267.58,165.68,120.93,124.69,91.2
1/29/2019,263.41,161.57,121.02,123.98,89.28
1/28/2019,263.76,163.11,120.41,123.29,87.6
1/25/2019,265.78,165.15,120.53,122.86,90
1/24/2019,263.55,163.2,121.11,121.09,89.36
1/23/2019,263.41,162.15,120.32,121.28,88.4
1/22/2019,262.86,161.94,120.37,121.45,88.96
1/18/2019,266.46,165.25,119.56,121.02,90.48
1/17/2019,262.96,163.63,120.19,122.11,88.24
1/16/2019,260.98,162.35,120.16,122.27,88.48
1/15/2019,260.35,162.38,120.04,121.88,88
1/14/2019,257.4,159.27,120.48,122.09,85.52
1/11/2019,258.98,160.69,120.93,121.8,87.2
1/10/2019,258.88,161.28,120.46,121.59,88.8
1/9/2019,257.97,160.82,121.24,122.31,88.4
1/8/2019,256.77,159.52,121.43,121.53,84
1/7/2019,254.38,158.09,121.75,121.86,82.32
1/4/2019,252.39,156.23,122.11,121.44,81.44
1/3/2019,244.21,149.82,123.54,122.43,79.6
1/2/2019,250.18,154.88,122.15,121.33,78.8
12/31/2018,249.92,154.26,121.51,121.25,77.28
12/28/2018,247.75,152.97,121.05,121.06,76.24
12/27/2018,248.07,153.05,120.04,120.57,76.96
12/26/2018,246.18,152.46,120.02,119.66,79.2
12/24/2018,234.34,143.5,121.32,120.02,74.32
12/21/2018,240.7,147.57,120.72,118.72,76.56
12/20/2018,247.17,152.29,120.74,119.24,77.76
12/19/2018,251.26,154.53,121.18,117.43,80.16
12/18/2018,255.08,158.42,119.6,118.15,78.32
12/17/2018,255.36,157.43,119.17,117.87,83.6
12/14/2018,260.47,161.08,118.48,117.06,86.56
12/13/2018,265.37,165.1,118.07,117.53,89.68
12/12/2018,265.46,165.05,118.35,117.79,86.56
12/11/2018,264.13,163.61,118.88,117.54,87.6
12/10/2018,264.07,163.07,118.9,117.68,86
12/7/2018,263.57,161.38,118.41,118.09,88.88
12/6/2018,269.84,166.89,118.19,117.14,87.52
12/4/2018,270.25,165.72,117.82,117.12,89.44
12/3/2018,279.3,172.33,115.88,116.41,90.16
11/30/2018,275.65,169.37,115.33,115.54,85.84
11/29/2018,273.98,168.15,114.9,115.74,86.96
11/28/2018,274.58,168.7,114.45,115.38,85.28
11/27/2018,268.4,163.44,115.01,114.95,87.6
11/26/2018,267.5,162.89,114.88,115.64,87.52
11/23/2018,263.25,159.21,115.14,115.77,86.64
11/21/2018,265.02,160.37,115.02,115.86,92.16
11/20/2018,264.12,159.16,115.06,115.67,90.16
11/19/2018,269.1,162.06,115.02,115.67,97.12
11/16/2018,273.73,167.5,114.7,115.62,96.56
11/15/2018,273.02,168.09,114.04,114.77,95.84
11/14/2018,270.2,165.2,114.09,114.64,95.6
11/13/2018,272.06,166.47,114.02,113.7,93.52
11/12/2018,272.57,166.33,114.09,113.66,99.84
11/9/2018,277.76,171.52,113.35,114.48,101.6
11/8/2018,280.5,174.46,112.51,115.78,102.72
11/7/2018,281.01,175.58,112.52,116.03,104.48
11/6/2018,275.12,170.24,112.37,116.04,105.44
11/5/2018,273.39,168.96,112.44,116.37,106.4
11/2/2018,271.89,169.38,112,116.65,106.48
11/1/2018,273.51,172.06,113.41,116.63,107.68
10/31/2018,270.63,169.82,113.58,115.15,110.32
10/30/2018,267.77,165.92,114.16,115.8,112.24
10/29/2018,263.86,163.23,114.73,116.31,112.88
10/26/2018,265.33,166.66,114.99,116.77,114.64
10/25/2018,270.08,171.06,114.3,116.4,113.68
10/24/2018,265.32,165.34,114.78,116.66,112.4
10/23/2018,273.61,173.27,113.92,116.39,112.32
10/22/2018,275.01,173.91,113.56,115.71,117.92
10/19/2018,276.25,173.02,113.71,116.01,117.76
10/18/2018,276.4,173.18,113.96,115.92,116.48
10/17/2018,280.45,177.29,114,115.79,118.56
10/16/2018,280.4,177.22,114.68,115.8,121.52
10/15/2018,274.4,172.21,114.42,116,121.04
10/12/2018,275.95,174.32,114.47,115.23,120.96
10/11/2018,272.17,169.6,114.87,115.78,119.6
10/10/2018,278.3,171.73,113.49,112.88,123.04
10/9/2018,287.4,179.63,113.8,112.6,126.56
10/8/2018,287.82,179.05,112.66,112.54,125.44
10/5/2018,287.82,180.15,113.04,113.8,125.52
10/4/2018,289.44,182.38,114.02,113.48,125.92
10/3/2018,291.72,185.95,114.83,113.42,128.64
10/2/2018,291.56,185.75,116.86,113.87,126.96
10/1/2018,291.73,186.17,116.15,112.57,127.6
9/28/2018,290.72,185.79,117.27,112.76,124.16
9/27/2018,290.69,185.83,117.58,112.05,122.08
9/26/2018,289.88,184.27,117.5,113.05,120.88
9/25/2018,290.75,184.14,116.68,113.65,122.16
9/24/2018,291.02,183.89,116.8,113.47,122
9/21/2018,291.99,183.71,117.1,113.49,119.68
9/20/2018,293.58,184.72,117.15,114.27,118.4
9/19/2018,291.22,182.7,116.61,113.88,119.52
9/18/2018,290.91,182.84,117.31,113.44,117.52
9/17/2018,289.34,181.34,118.55,113.61,115.76
9/14/2018,290.88,183.99,118.55,113.02,116
9/13/2018,290.83,184.53,119.12,113.76,115.92
9/12/2018,289.12,182.58,118.94,114.17,118.24
9/11/2018,289.05,183.12,118.66,113.22,116.8
9/10/2018,288.1,181.72,119.57,113.15,113.68
9/7/2018,287.6,181.11,119.13,113.23,114.24
9/6/2018,288.16,181.81,120.15,113.54,114.4
9/5/2018,289.03,183.45,119.71,113.32,115.92
9/4/2018,289.81,185.85,120.03,112.93,116.64
8/31/2018,290.31,186.65,120.995,113.51,117.68
8/30/2018,290.3,186.41,121.28,113.64,118
8/29/2018,291.48,186.74,121.02,114.2,117.28
8/28/2018,289.92,184.61,120.86,113.68,115.44
8/27/2018,289.78,184.34,121.59,114.59,116
8/24/2018,287.51,182.48,122.29,114.16,115.44
8/23/2018,285.79,180.8,122.05,112.2,114.16
8/22/2018,286.17,181.06,121.86,113.27,114.16
8/21/2018,286.34,180.36,121.38,113.02,110.64
8/20/2018,285.67,179.7,121.79,112.69,110.08
8/17/2018,285.06,179.86,120.98,112.13,109.52
8/16/2018,284.06,179.82,120.83,111.1,109.04
8/15/2018,281.78,179.23,120.84,111.19,108.08
8/14/2018,283.9,181.45,120.14,113.07,111.92
8/13/2018,282.1,180.32,120.41,112.96,112.08
8/10/2018,283.16,180.52,120.66,114.69,112.64
8/9/2018,285.07,181.91,119.79,114.74,111.04
8/8/2018,285.46,182.02,118.79,114.91,111.2
8/7/2018,285.58,181.8,118.67,114.59,114.88
8/6/2018,284.64,181.14,119.29,114.33,114.48
8/3/2018,283.6,180.08,119.22,114.92,114.16
8/2/2018,282.39,179.53,118.63,114.52,114.88
8/1/2018,280.86,177.12,118.46,115.14,112.72
7/31/2018,281.33,176.45,119.7,115.99,114.24
7/30/2018,279.95,175.11,119.05,115.65,116.32
7/27/2018,281.42,177.62,119.46,115.83,114.56
7/26/2018,283.34,180.05,119.26,115.77,115.76
7/25/2018,284.01,182.82,119.49,116.68,115.36
7/24/2018,281.61,180.3,119.68,116.04,113.84
7/23/2018,280.2,179.56,119.27,116,112.72
7/20/2018,279.68,178.99,120.76,116.56,113.2
7/19/2018,280,179.03,122.26,115.81,113.04
7/18/2018,281.06,179.93,121.49,116.31,112.8
7/17/2018,280.47,180.27,121.98,116.28,111.6
7/16/2018,279.34,179.18,122.21,117.55,111.52
7/13/2018,279.59,179.61,122.72,117.61,115.76
7/12/2018,279.37,179.46,122.41,118.13,115.12
7/11/2018,276.86,176.42,122.42,117.64,114.48
7/10/2018,278.9,177.32,121.95,118.93,120.56
7/9/2018,277.9,177.19,121.96,119.15,120.24
7/6/2018,275.42,175.61,122.75,118.86,119.68
7/5/2018,273.11,172.92,122.35,119.05,118.24
7/3/2018,270.9,170.8,122,118.65,119.36
7/2/2018,271.86,172.8,121.35,117.46,119.68
6/29/2018,271.28,171.65,121.72,118.65,120.48
6/28/2018,270.89,171.19,122.14,118.22,118.88
6/27/2018,269.35,169.73,122.11,118.58,117.2
6/26/2018,271.6,172.07,120.97,119.26,114.16
6/25/2018,271,171.37,120.8,119.89,110.16
6/22/2018,274.74,175.32,120.53,120.34,112.16
6/21/2018,274.24,175.71,120.54,120.05,106.48
6/20/2018,275.97,177.25,119.91,120.26,106.24
6/19/2018,275.5,176,120.97,120.8,105.12
6/18/2018,276.56,176.5,120.27,121.11,106.32
6/15/2018,277.13,176.98,120.38,121.34,104.4
6/14/2018,278.73,177.6,120.27,123.38,108.16
6/13/2018,278.03,175.82,119.28,123.19,107.76
6/12/2018,278.92,175.83,119.34,122.82,107.2
6/11/2018,278.56,174.91,119.31,123.23,106.88
6/8/2018,278.19,174.44,119.53,123.01,106.16
6/7/2018,277.37,174.43,119.89,122.86,106.8
6/6/2018,277.4,175.86,118.74,122.92,105.28
6/5/2018,275.1,174.84,119.71,122.85,105.76
6/4/2018,274.9,174.3,119.43,122.37,104.96
6/1/2018,273.6,172.74,120.3,122.49,106
5/31/2018,270.94,170.07,121.22,123.1,108.4
5/30/2018,272.61,170.18,121.42,123.37,110.64
5/29/2018,269.02,168.97,122.24,123.19,108.08
5/25/2018,272.15,169.72,119.62,123.21,109.44
5/24/2018,272.8,169.55,118.88,123.59,114.32
5/23/2018,273.36,169.6,117.94,122.54,116.08
5/22/2018,272.61,168.18,117.09,122.41,116.48
5/21/2018,273.37,168.4,117.27,122.48,117.36
5/18/2018,271.33,167.46,117.21,122.41,115.44
5/17/2018,272.01,168.33,116.21,122.36,115.92
5/16/2018,272.24,168.98,116.8,122.29,115.68
5/15/2018,271.1,167.87,117.25,122.48,115.2
5/14/2018,272.98,169.75,118.6,124.49,115.04
5/11/2018,272.85,169.46,119.23,125,114
5/10/2018,272.02,169.62,118.93,125.18,115.28
5/9/2018,269.5,167.88,117.98,124.33,114.96
5/8/2018,266.92,166.07,118.69,124.59,112.48
5/7/2018,266.92,166.24,118.8,124.57,112.8
5/4/2018,266.02,164.87,118.99,124.54,112.72
5/3/2018,262.62,161.8,118.81,124.28,110.56
5/2/2018,263.2,161.82,118.28,123.65,109.36
5/1/2018,264.98,162.78,118.41,123.71,108.88
4/30/2018,264.51,160.94,119.1,124.59,110.4
4/27/2018,266.56,162.09,118.89,125.5,109.84
4/26/2018,266.31,161.99,117.98,124.97,110.16
4/25/2018,263.63,158.65,117.16,125.41,109.76
4/24/2018,262.98,158.46,117.95,126.23,109.44
4/23/2018,266.57,161.89,118.49,125.62,111.36
4/20/2018,266.61,162.3,118.46,126.63,110
4/19/2018,268.89,164.91,119.32,127.6,110.16
4/18/2018,270.39,166.44,120.3,127.85,111.04
4/17/2018,270.19,166.1,121.27,127.75,107.28
4/16/2018,267.33,162.6,120.94,127.63,107.04
4/13/2018,265.15,161.37,120.9,127.45,108.4
4/12/2018,265.93,162.21,120.62,126.62,108.16
4/11/2018,263.76,160.28,121.51,128.11,107.6
4/10/2018,265.15,161.21,121.08,127.12,106
4/9/2018,261,157.73,121.3,126.82,102.16
4/6/2018,259.72,156.63,121.1,126.39,100.08
4/5/2018,265.64,160.65,119.79,125.8,102.64
4/4/2018,263.56,159.74,120.69,126.45,102.56
4/3/2018,260.77,157.26,120.94,126.3,102.48
4/2/2018,257.47,155.51,121.88,127.26,101.92
3/29/2018,263.15,160.13,121.9,125.79,104.72
3/28/2018,259.83,157.25,121.31,125.73,104.32
3/27/2018,260.6,159.08,120.99,127.49,104.64
3/26/2018,265.11,164.4,119.71,128.28,105.68
3/23/2018,258.05,158.51,120.17,127.61,106.24
3/22/2018,263.67,162.8,120.26,125.98,103.6
3/21/2018,270.43,166.92,119.08,126.48,105.44
3/20/2018,270.95,167.65,118.95,124.31,102.48
3/19/2018,270.49,167.1,119.43,124.87,100.4
3/16/2018,274.2,171.02,119.81,124.6,100.4
3/15/2018,275,171.53,120.24,124.9,98.72
3/14/2018,275.3,171.68,120.24,125.7,98.24
3/13/2018,276.72,171.71,119.19,125.78,97.92
3/12/2018,278.52,174.08,118.59,125.54,98.96
3/9/2018,278.87,173.16,117.91,125.54,99.76
3/8/2018,274.1,169.86,118.69,125.42,97.2
3/7/2018,272.78,168.93,118.01,125.72,98.8
3/6/2018,272.88,168.54,118.14,126.53,100.56
3/5/2018,272.19,167.83,118.03,125.18,100.72
3/2/2018,269.08,165.99,118.35,125.39,98.96
3/1/2018,267.7,164.48,119.32,124.72,98.8
2/28/2018,271.65,167.21,118.75,125,98.96
2/27/2018,274.43,168.29,118,125.13,101.2
2/26/2018,277.9,170.4,118.17,126.45,102.88
2/23/2018,274.71,168.17,118.13,126.14,102.16
2/22/2018,270.4,164.8,117.09,126.3,100.72
2/21/2018,270.05,164.82,116.74,125.66,98.32
2/20/2018,271.4,165.29,118.19,126.24,99.12
2/16/2018,273.11,164.96,118.71,127.96,99.04
2/15/2018,273.03,165.7,118.07,128.38,98.64
2/14/2018,269.59,162.68,117.67,128.23,97.44
2/13/2018,266,159.69,118.99,126.08,94.96
2/12/2018,265.34,158.87,118.46,125.37,95.12
2/9/2018,261.5,156.1,117.94,124.77,94.88
2/8/2018,257.63,153.45,118.69,124.98,96.72
2/7/2018,267.67,160.21,118.82,124.79,98.96
2/6/2018,269.13,162.31,119.96,125.38,101.6
2/5/2018,263.93,158.12,120.71,126.71,102.16
2/2/2018,275.45,164.61,119.58,126.39,104.32
2/1/2018,281.58,167.96,120.7,128.07,105.92
1/31/2018,281.9,169.4,122.73,127.65,103.84
1/30/2018,281.76,168.7,122.01,126.8,103.2
1/29/2018,284.68,170.1,122.73,127.35,104.88
1/26/2018,286.58,170.93,123.59,128.07,105.92
1/25/2018,283.3,168.35,124.05,127.97,104.48
1/24/2018,283.18,168.41,123.04,128.83,105.76
1/23/2018,283.29,169.51,123.71,127.28,103.76
1/22/2018,282.69,168.12,123.18,126.65,102.24
1/19/2018,280.41,166.34,123.06,126.42,101.76
1/18/2018,279.14,165.82,123.71,125.86,102.08
1/17/2018,279.61,165.79,124.87,126.14,102.24
1/16/2018,276.97,164.02,125.04,127.17,102.08
1/12/2018,277.92,164.49,124.52,126.96,102.96
1/11/2018,276.12,163.29,124.31,125.44,101.6
1/10/2018,274.12,162.18,123.8,125.03,101.44
1/9/2018,274.54,162.56,123.95,124.73,100.56
1/8/2018,273.92,162.55,125.63,125.31,99.04
1/5/2018,273.42,161.92,125.71,125.33,98.48
1/4/2018,271.61,160.31,126.07,125.46,98.96
1/3/2018,270.47,160.03,126.09,124.82,98.72
1/2/2018,268.77,158.49,125.49,125.15,96.56
12/29/2017,266.86,155.76,126.86,123.65,96.08
12/28/2017,267.87,156.73,126.66,122.85,95.76
12/27/2017,267.32,156.54,126.77,122.23,95.36
12/26/2017,267.19,156.52,125.14,121.77,95.6
12/22/2017,267.51,157.37,124.77,120.94,93.28
12/21/2017,267.58,157.55,124.6,120.31,93.12
12/20/2017,267.03,157.53,124.14,120.14,92.88
12/19/2017,267.17,157.7,125.53,119.82,92.08
12/18/2017,268.2,158.64,127.18,119.73,91.52
12/15/2017,266.51,157.65,128.35,119.18,91.68
12/14/2017,265.66,155.88,127.87,118.93,91.44
12/13/2017,266.75,155.99,127.33,119.17,90.64
12/12/2017,266.78,155.69,126.38,118.15,91.52
12/11/2017,266.31,155.9,126.43,118.01,92.8
12/8/2017,265.51,154.7,126.69,118.48,91.92
12/7/2017,264.07,154.02,126.68,118.49,90.64
12/6/2017,263.24,153.5,127.68,120.07,89.6
12/5/2017,263.19,152.81,127.24,120.32,92.32
12/4/2017,264.14,152.71,126.61,121.18,91.92
12/1/2017,264.46,154.49,126.55,121.59,93.36
11/30/2017,265.01,155.15,125.12,121.1,91.76
11/29/2017,262.71,153.86,125.54,122.04,91.76
11/28/2017,262.87,156.59,126.79,122.81,92.64
11/27/2017,260.23,156.19,126.62,122.83,92.72
11/24/2017,260.36,156.26,126.8,122.32,94.32
11/22/2017,259.76,155.69,127.15,122.63,92.8
11/21/2017,259.99,155.5,126.74,121.51,91.2
11/20/2017,258.3,153.83,126.34,121.31,90.24
11/17/2017,257.86,153.95,126.39,122.86,90.8
11/16/2017,258.62,154.54,125.46,121.4,88.56
11/15/2017,256.44,152.59,126.56,121.41,88.72
11/14/2017,257.73,153.31,125.2,121.56,89.04
11/13/2017,258.33,153.87,124.36,121.31,91.04
11/10/2017,258.09,153.68,124.1,121.13,91.36
11/9/2017,258.17,153.69,126,122.13,91.68
11/8/2017,259.11,154.5,126.36,121.63,91.28
11/7/2017,258.67,153.88,126.64,121.21,91.92
11/6/2017,258.85,153.79,126.11,121.65,92.08
11/3/2017,258.45,153.27,125.64,120.62,89.44
11/2/2017,257.59,151.81,125.3,121.19,87.92
11/1/2017,257.49,152.1,124.75,121.11,87.2
10/31/2017,257.15,152.15,124.46,120.67,87.44
10/30/2017,256.75,151.58,124.42,121.13,86.96
10/27/2017,257.71,151.24,123.24,120.9,86.72
10/26/2017,255.62,146.96,122.43,120.33,84.56
10/25/2017,255.29,147.43,122.84,121.35,83.84
10/24/2017,256.56,147.99,123.43,121.33,84.32
10/23/2017,256.11,147.74,124.2,121.8,83.36
10/20/2017,257.11,148.71,123.98,121.61,83.44
10/19/2017,255.79,148.31,125.31,122.39,82.8
10/18/2017,255.72,148.86,125.09,121.67,83.84
10/17/2017,255.47,149.04,125.92,122.13,83.92
10/16/2017,255.29,148.85,125.76,122.97,83.68
10/13/2017,254.95,148.34,125.85,123.82,82.96
10/12/2017,254.64,147.77,124.95,122.89,81.84
10/11/2017,255.02,148.04,124.42,122.79,82.88
10/10/2017,254.62,147.6,124.18,122.4,82.24
10/9/2017,253.95,147.49,123.98,122.08,80
10/6/2017,254.37,147.66,123.59,121.09,79.76
10/5/2017,254.66,147.46,123.94,120.52,82
10/4/2017,253.16,146.03,124.41,121.17,80.64
10/3/2017,252.86,145.89,124.4,120.83,81.44
10/2/2017,252.32,145.58,124.28,120.77,81.68
9/29/2017,251.23,145.45,124.76,121.58,83.44
9/28/2017,250.35,144.41,124.48,122.21,83.44
9/27/2017,250.05,144.46,124.85,121.98,84.16
9/26/2017,249.08,143.17,126.76,123.14,83.92
9/25/2017,248.93,142.8,126.99,124.53,84.4
9/22/2017,249.44,144.32,126.2,123.24,81.92
9/21/2017,249.39,144.46,125.84,122.68,82
